Protein	X180330_02_sample_39_patient_54_Dengue_2	X180330_07_sample_13_patient_53_Dengue_1	X180330_08_sample_03_patient_44_Dengue_1	X180330_09_sample_43_patient_54_Dengue_1	X180330_10_sample_57_patient_57_Dengue_2	X180421_02_sample_94_patient_57_Dengue_1	X180421_03_sample_113_patient_44_Dengue_2	X180421_05_sample_02_patient_86_Dengue_1	X180421_06_sample_04_patient_88_Dengue_1	X180421_07_sample_05_patient_71_Dengue_1	X180421_10_sample_08_patient_99_Dengue_2	X180423_04_sample_116_patient_53_Dengue_2	X180424_02_sample_10_patient_58_Dengue_2	X180424_03_sample_11_patient_60_Dengue_1	X180424_04_sample_12_patient_84_Dengue_2	X180424_05_sample_14_patient_79_Dengue_2	X180426_04_sample_18_patient_94_Dengue_2	X180426_05_sample_19_patient_91_Dengue_1	X180508_03_sample_21_patient_88_Dengue_2	X180508_07_sample_25_patient_93_Dengue_1	X180508_08_sample_26_patient_85_Dengue_2	X180508_09_sample_27_patient_98_Dengue_2	X180515_03_sample_34_patient_97_Dengue_2	X180515_04_sample_35_patient_81_Dengue_2	X180515_05_sample_36_patient_79_Dengue_1	X180515_06_sample_37_patient_87_Dengue_1	X180515_08_sample_32_patient_82_Dengue_1	X180517_04_sample_44_patient_92_Dengue_1	X180517_09_sample_50_patient_93_Dengue_2	X180520_02_sample_54_patient_96_Dengue_1	X180520_03_sample_55_patient_84_Dengue_1	X180520_09_sample_62_patient_100_Dengue_1	X180704_02_sample_93_patient_56_Dengue_2	X180704_03_sample_96_patient_68_Dengue_2	X180704_04_sample_97_patient_82_Dengue_2	X180704_05_sample_98_patient_80_Dengue_1	X180704_06_sample_99_patient_83_Dengue_2	X180704_07_sample_100_patient_94_Dengue_1	X180704_09_sample_102_patient_87_Dengue_2	X180704_10_sample_104_patient_97_Dengue_1	X180710_03_sample_106_patient_101_Dengue_1	X180710_04_sample_107_patient_100_Dengue_2	X180710_05_sample_108_patient_95_Dengue_1	X180710_06_sample_109_patient_89_Dengue_2	X180710_07_sample_111_patient_69_Dengue_1	X180710_08_sample_112_patient_101_Dengue_2	X180710_09_sample_114_patient_60_Dengue_2	X180710_10_sample_115_patient_83_Dengue_1	X180712_05_sample_121_patient_91_Dengue_2	X180712_06_sample_122_patient_86_Dengue_2	X180712_08_sample_124_patient_68_Dengue_1	X180716_02_sample_84_patient_95_Dengue_2	X180716_07_sample_89_patient_90_Dengue_1	X180716_09_sample_91_patient_90_Dengue_2	X180716_10_sample_92_patient_78_Dengue_1	X180718_02_sample_40_patient_69_Dengue_2	X180718_06_sample_75_patient_92_Dengue_2	X180718_07_sample_76_patient_55_Dengue_1	X180718_08_sample_77_patient_71_Dengue_2	X180718_09_sample_78_patient_99_Dengue_1	X180718_11_sample_81_patient_89_Dengue_1	X180718_12_sample_82_patient_96_Dengue_2	X180718_13_sample_83_patient_58_Dengue_1	X180719_15_sample_65_patient_98_Dengue_1	X180723_03_sample_67_patient_56_Dengue_1	X180723_04_sample_68_patient_55_Dengue_2	X180724_03_sample_70_patient_85_Dengue_1	X180724_05_sample_72_patient_78_Dengue_2	X180330_03_sample_42_patient_26_Zika_2	X180330_04_sample_51_patient_52_Zika_1	X180330_05_sample_52_patient_27_Zika_2	X180330_06_sample_73_patient_31_Zika_2	X180403_02_sample_95_patient_31_Zika_1	X180403_03_sample_117_patient_26_Zika_1	X180403_05_sample_09_patient_52_Zika_2	X180421_04_sample_01_patient_51_Zika_2	X180421_08_sample_06_patient_18_Zika_1	X180421_09_sample_07_patient_30_Zika_1	X180423_02_sample_110_patient_70_Zika_2	X180423_03_sample_103_patient_27_Zika_1	X180423_05_sample_31_patient_70_Zika_1	X180424_06_sample_15_patient_28_Zika_2	X180426_02_sample_16_patient_29_Zika_1	X180426_03_sample_17_patient_28_Zika_1	X180508_02_sample_20_patient_64_Zika_2	X180508_04_sample_22_patient_59_Zika_2	X180508_05_sample_23_patient_75_Zika_2	X180508_06_sample_24_patient_67_Zika_2	X180508_10_sample_28_patient_29_Zika_2	X180511_02_sample_29_patient_76_Zika_1	X180511_03_sample_30_patient_50_Zika_1	X180515_02_sample_33_patient_76_Zika_2	X180515_07_sample_38_patient_75_Zika_1	X180517_03_sample_41_patient_74_Zika_2	X180517_06_sample_46_patient_62_Zika_2	X180517_07_sample_48_patient_73_Zika_1	X180517_10_sample_53_patient_59_Zika_1	X180520_04_sample_56_patient_62_Zika_1	X180520_05_sample_58_patient_61_Zika_2	X180520_06_sample_59_patient_72_Zika_2	X180520_07_sample_60_patient_64_Zika_1	X180520_08_sample_61_patient_50_Zika_2	X180520_10_sample_63_patient_33_Zika_1	X180704_08_sample_101_patient_74_Zika_1	X180710_02_sample_105_patient_25_Zika_1	X180712_02_sample_118_patient_65_Zika_2	X180712_03_sample_119_patient_25_Zika_2	X180712_04_sample_120_patient_66_Zika_1	X180712_07_sample_123_patient_63_Zika_2	X180716_03_sample_85_patient_73_Zika_2	X180716_04_sample_86_patient_67_Zika_1	X180716_05_sample_87_patient_66_Zika_2	X180716_06_sample_88_patient_32_Zika_1	X180716_08_sample_90_patient_61_Zika_1	X180718_03_sample_45_patient_32_Zika_2	X180718_04_sample_49_patient_72_Zika_1	X180718_05_sample_74_patient_30_Zika_2	X180718_10_sample_79_patient_51_Zika_1	X180719_14_sample_64_patient_18_Zika_2	X180723_02_sample_66_patient_63_Zika_1	X180724_02_sample_69_patient_65_Zika_1	X180724_04_sample_71_patient_33_Zika_2	nFragment	nPeptide
P02768	3.06483e+08	3.83855e+08	2.74216e+08	3.55293e+08	2.6938e+08	3.27579e+08	2.45674e+08	4.00549e+08	3.78047e+08	3.31517e+08	3.23839e+08	3.30874e+08	2.30887e+08	1.97022e+08	2.10142e+08	3.25011e+08	2.30884e+08	3.31495e+08	3.3914e+08	2.99569e+08	2.71122e+08	1.76808e+08	3.24135e+08	5.01649e+08	3.59612e+08	1.90593e+08	2.64026e+08	1.80743e+08	3.95717e+08	2.59192e+08	2.50841e+08	1.93861e+08	2.51757e+08	3.51786e+08	3.74927e+08	3.54144e+08	1.65863e+08	3.01171e+08	2.11195e+08	2.91478e+08	4.05679e+08	3.41168e+08	3.81978e+08	3.42118e+08	3.02583e+08	2.85248e+08	3.42153e+08	3.12116e+08	1.78231e+08	2.80292e+08	1.84019e+08	4.78253e+08	2.981e+08	3.79872e+08	2.5844e+08	3.58859e+08	4.13571e+08	3.07649e+08	3.77e+08	1.83545e+08	3.48598e+08	2.73607e+08	3.18061e+08	3.44875e+08	3.39062e+08	1.38017e+08	3.55336e+08	3.24422e+08	3.25171e+08	3.42303e+08	3.69972e+08	3.53057e+08	3.89867e+08	3.48036e+08	3.03806e+08	3.7035e+08	3.0647e+08	3.3268e+08	3.61584e+08	3.3768e+08	3.53252e+08	4.37257e+08	3.54452e+08	4.28483e+08	3.88486e+08	3.96676e+08	3.54635e+08	3.00747e+08	3.81473e+08	3.31078e+08	3.05073e+08	3.77307e+08	4.46506e+08	1.64601e+08	3.06475e+08	2.56708e+08	2.0835e+08	3.27219e+08	3.50727e+08	3.72168e+08	3.23198e+08	2.71805e+08	2.10221e+08	4.47121e+08	3.0842e+08	3.83152e+08	2.69694e+08	3.55994e+08	3.45224e+08	3.68596e+08	3.86829e+08	1.2958e+08	4.04892e+08	3.95239e+08	3.30863e+08	2.98107e+08	3.29255e+08	4.23806e+08	3.24662e+08	2.75411e+08	3.38365e+08	3.20217e+08	54	9
P02774;P02774-3	3.21213e+06	2.85605e+06	3.47676e+06	3.28547e+06	2.55281e+06	2.24067e+06	4.52579e+06	3.32226e+06	3.54229e+06	1.89003e+06	3.85948e+06	3.97639e+06	2.45923e+06	2.6681e+06	1.4518e+06	3.06556e+06	2.32751e+06	3.66834e+06	2.04398e+06	3.17913e+06	2.92648e+06	2.10084e+06	1.91635e+06	3.02965e+06	2.97624e+06	1.90602e+06	3.03551e+06	2.92095e+06	2.97416e+06	3.51357e+06	1.87235e+06	3.95773e+06	4.67132e+06	3.17292e+06	2.20817e+06	2.97158e+06	2.38624e+06	2.66468e+06	2.15238e+06	2.83089e+06	2.74108e+06	3.34517e+06	3.44219e+06	3.43214e+06	2.90331e+06	3.72092e+06	2.44216e+06	2.49121e+06	1.64995e+06	2.01855e+06	525701	4.60594e+06	3.04477e+06	4.14992e+06	1.23485e+06	2.94912e+06	2.97473e+06	3.90816e+06	3.8608e+06	2.66608e+06	2.31301e+06	4.17169e+06	1.93524e+06	2.84635e+06	3.0255e+06	1.84824e+06	3.13787e+06	3.93227e+06	1.94516e+06	3.40921e+06	2.47096e+06	2.27896e+06	3.12495e+06	2.41162e+06	2.71184e+06	2.73064e+06	1.91642e+06	3.10367e+06	3.12767e+06	2.55636e+06	2.85853e+06	2.91055e+06	3.7126e+06	3.86282e+06	2.88637e+06	2.82103e+06	3.00831e+06	2.51783e+06	3.01513e+06	3.76243e+06	5.66276e+06	2.76233e+06	3.91717e+06	2.88874e+06	2.66191e+06	2.86564e+06	2.83e+06	2.22714e+06	3.11312e+06	3.05413e+06	2.76023e+06	2.157e+06	2.63598e+06	3.48581e+06	2.16079e+06	3.29024e+06	2.48847e+06	4.88013e+06	2.32997e+06	2.63189e+06	3.61593e+06	1.85435e+06	1.89844e+06	2.81738e+06	2.80248e+06	2.65221e+06	2.79344e+06	1.8191e+06	2.74981e+06	2.1326e+06	3.85598e+06	1.93593e+06	63	10
P02775	89303.8	526043	464754	127928	211647	123117	312996	258470	473581	423996	269435	376025	417198	406156	138111	532409	411864	286028	175295	181884	381278	160566	475834	534733	584573	72252.1	161589	450525	387224	484648	69066.1	355483	280595	480447	393841	372075	764568	189371	104914	692169	382452	369345	436457	269293	189901	0	460009	484930	74691.5	21759.8	120490	457801	204758	617699	124899	326152	546293	246085	12778.5	76384	477471	193282	486428	326290	798790	176690	678595	58972	481017	452430	745946	446564	339528	509188	1.13614e+06	471544	606312	522756	526956	607633	407699	527617	459659	438597	641523	619724	1.05994e+06	29771.2	453196	589904	499837	531614	466608	301133	436356	1449.05	299337	665916	430126	391994	110370	601491	304430	400218	946616	293924	371298	422201	468828	1.1021e+06	741425	300776	392232	712700	426109	404069	610269	760718	537611	358879	355711	658151	33	6
P02787	6.70219e+06	9.82783e+06	7.83379e+06	5.61293e+06	4.94934e+06	6.71721e+06	6.45702e+06	8.46765e+06	8.58312e+06	3.6432e+06	6.09936e+06	8.14108e+06	2.68849e+06	8.29045e+06	3.25709e+06	6.78928e+06	6.36651e+06	7.37183e+06	8.83862e+06	3.6764e+06	4.06759e+06	3.14235e+06	7.03652e+06	6.99522e+06	9.55691e+06	5.20307e+06	2.65533e+06	6.52233e+06	7.12833e+06	6.73441e+06	3.42606e+06	5.17872e+06	1.21331e+07	7.47248e+06	7.09686e+06	6.93979e+06	6.16326e+06	5.38947e+06	5.23688e+06	7.51673e+06	1.30849e+07	6.52276e+06	6.3459e+06	8.59711e+06	9.11188e+06	5.92814e+06	6.34498e+06	6.80484e+06	3.69361e+06	4.66534e+06	4.83239e+06	1.38082e+07	7.05093e+06	1.04143e+07	5.06285e+06	9.25366e+06	7.07905e+06	7.48597e+06	1.08709e+07	3.55331e+06	7.63905e+06	5.22928e+06	4.8028e+06	6.63849e+06	6.82804e+06	8.28538e+06	6.46608e+06	5.35412e+06	7.42992e+06	8.08202e+06	7.90889e+06	9.96622e+06	1.00943e+07	1.02416e+07	6.1411e+06	9.5417e+06	9.79327e+06	7.58506e+06	7.20773e+06	6.57737e+06	7.6168e+06	1.05878e+07	7.4879e+06	7.39255e+06	9.83724e+06	7.72986e+06	1.10221e+07	6.90694e+06	7.82867e+06	8.20153e+06	7.13236e+06	8.20299e+06	1.0413e+07	8.54417e+06	9.77558e+06	9.8808e+06	5.75193e+06	8.21046e+06	7.42477e+06	8.39344e+06	9.3915e+06	7.19304e+06	7.98177e+06	8.56495e+06	8.9217e+06	1.14104e+07	6.22099e+06	7.07609e+06	1.07553e+07	9.00747e+06	5.41707e+06	2.56385e+06	5.912e+06	8.65149e+06	1.05245e+07	7.49249e+06	8.10748e+06	6.7868e+06	1.02674e+07	9.10396e+06	6.75335e+06	7.00867e+06	61	10
P02790	3.64713e+06	4.19911e+06	4.72478e+06	3.17258e+06	3.95949e+06	2.75612e+06	3.70698e+06	2.62417e+06	2.97463e+06	4.12797e+06	3.00915e+06	3.71498e+06	3.34573e+06	5.15627e+06	792343	5.02515e+06	6.03698e+06	4.2323e+06	2.05185e+06	4.75536e+06	857611	1.26192e+06	0	3.32175e+06	8.62442e+06	994427	3.94659e+06	4.2444e+06	5.04108e+06	2.75437e+06	218203	2.76657e+06	5.62184e+06	2.27877e+06	5.34678e+06	4.03253e+06	2.17019e+06	2.67177e+06	1.12076e+06	6.54341e+06	5.23223e+06	1.67357e+06	3.11045e+06	3.58789e+06	4.72572e+06	1.25791e+06	4.12727e+06	3.08801e+06	325306	1.02475e+06	1.38842e+06	5.89502e+06	4.64507e+06	4.8625e+06	227676	4.73899e+06	2.64989e+06	3.29136e+06	657469	4.64145e+06	2.34823e+06	5.41133e+06	1.2297e+06	4.14751e+06	5.17471e+06	3.04216e+06	6.98684e+06	2.36508e+06	2.49255e+06	3.80599e+06	2.86323e+06	5.51075e+06	4.49857e+06	4.07067e+06	3.15864e+06	5.36113e+06	6.07108e+06	5.72202e+06	2.9599e+06	2.29967e+06	3.81603e+06	4.02759e+06	2.74773e+06	3.357e+06	4.0649e+06	4.5584e+06	2.97756e+06	5.14161e+06	4.19975e+06	4.0239e+06	6.00708e+06	2.40486e+06	4.48211e+06	4.0757e+06	6.78269e+06	56710.4	2.61008e+06	4.07464e+06	2.43162e+06	3.75777e+06	5.17828e+06	3.2828e+06	5.75051e+06	3.95929e+06	5.17028e+06	6.56969e+06	2.71692e+06	5.99888e+06	5.73737e+06	5.28606e+06	2.97966e+06	1.03708e+06	2.26305e+06	2.61635e+06	6.87085e+06	4.7575e+06	5.07958e+06	3.25827e+06	6.66499e+06	4.08921e+06	3.32513e+06	7.95894e+06	61	10
P03951;P03951-2	0	1597.24	0	458.688	4601.83	0	1383.68	0	0	7748.06	7033.63	3025.48	23437.1	1379.36	7826.67	0	5063.98	1194.4	0	6572.28	6940.54	7512.14	13141.3	963.47	7222.5	5368.52	6542.12	20620.7	10000.2	10479.3	11518.7	3850.2	0	4997.59	0	0	2178.67	1156.85	0	6491.39	1212.96	4789.65	2355.16	0	0	0	5690.44	0	0	2944.49	0	1702.85	0	5140.44	2103.61	6736.35	10815.9	0	0	746.159	0	20193.7	4442.98	2009.09	17388.1	0	5832	11841.2	4861.93	0	11419.5	10477.5	12759.1	7632.57	12253.9	8437.19	5064.64	10400.8	2890.54	8155.87	0	7671.33	10804.5	15838	0	43589.1	17629.5	4899.56	16518.5	5477.3	7342.17	20103.1	9476.16	5859.14	7095.09	4132.8	6258.09	3840.51	5709.64	4078.2	0	15005.5	13727	0	6855.04	0	9215.66	0	4945.69	8318.83	14948.4	4553.11	4021.42	1533.48	7155.38	8969.6	6562.92	1942.98	11072.1	7039.7	2035.41	13256.1	6	2
P04003	1.09818e+06	1.04255e+06	1.42094e+06	1.36987e+06	1.47996e+06	1.04767e+06	1.26989e+06	1.23649e+06	1.80141e+06	1.6156e+06	1.28119e+06	1.43958e+06	2.04064e+06	1.43253e+06	1.60743e+06	1.08593e+06	1.50801e+06	1.58048e+06	1.0598e+06	1.85699e+06	1.9815e+06	1.55046e+06	1.06222e+06	1.1391e+06	1.42627e+06	880038	1.76818e+06	1.45884e+06	1.47435e+06	1.36241e+06	1.60164e+06	1.4528e+06	1.15905e+06	1.20928e+06	1.26746e+06	1.07572e+06	1.32202e+06	1.52387e+06	1.19656e+06	2.08626e+06	996601	1.32494e+06	1.01842e+06	1.27697e+06	1.37402e+06	1.1234e+06	1.12014e+06	1.04292e+06	1.53292e+06	1.19878e+06	799363	1.45572e+06	1.53933e+06	1.33024e+06	1.01485e+06	1.2104e+06	1.25108e+06	1.54308e+06	1.19163e+06	1.65069e+06	970248	1.54287e+06	949426	915825	1.16312e+06	996924	1.66624e+06	2.14365e+06	1.19258e+06	1.32699e+06	1.54155e+06	1.4269e+06	1.21691e+06	1.39099e+06	1.30527e+06	1.06995e+06	853447	1.10813e+06	1.15712e+06	1.54854e+06	1.07719e+06	1.03826e+06	1.273e+06	1.40087e+06	1.16087e+06	1.11509e+06	955699	1.09503e+06	1.34398e+06	1.26629e+06	1.38736e+06	1.2504e+06	1.18221e+06	1.03009e+06	1.13249e+06	1.19341e+06	1.38287e+06	1.04052e+06	1.36352e+06	1.29156e+06	1.16746e+06	1.17124e+06	665985	1.04593e+06	957272	1.3669e+06	1.22728e+06	1.20068e+06	888189	985904	1.22469e+06	1.88257e+06	1.08056e+06	1.06188e+06	1.18871e+06	1.56685e+06	990423	979342	1.21288e+06	1.54151e+06	1.24695e+06	1.3301e+06	46	10
P04004	3.08977e+06	3.15901e+06	3.43284e+06	2.3284e+06	1.98001e+06	2.32586e+06	4.96565e+06	2.44827e+06	2.55674e+06	290339	2.51415e+06	2.25898e+06	1.97089e+06	3.40813e+06	3.29217e+06	2.47125e+06	2.35639e+06	2.92693e+06	2.09829e+06	2.99539e+06	3.29891e+06	3.60944e+06	3.16022e+06	1.76376e+06	2.70148e+06	2.65464e+06	3.11696e+06	3.02991e+06	2.45141e+06	5.30843e+06	2.91305e+06	2.28568e+06	5.50707e+06	2.84785e+06	2.19738e+06	2.81777e+06	2.87742e+06	2.27318e+06	2.53621e+06	3.4937e+06	2.14515e+06	2.97033e+06	3.244e+06	3.61576e+06	1.73e+06	3.7894e+06	2.21448e+06	2.93592e+06	3.9776e+06	2.64813e+06	1.36223e+06	3.31027e+06	3.12449e+06	5.67629e+06	1.53249e+06	2.84789e+06	2.81337e+06	3.16788e+06	2.90318e+06	2.87989e+06	1.70704e+06	3.55217e+06	1.24399e+06	2.50123e+06	2.92354e+06	1.62046e+06	3.30793e+06	3.0687e+06	2.54546e+06	2.77342e+06	2.84708e+06	2.80174e+06	3.72018e+06	2.98861e+06	2.90687e+06	2.66391e+06	2.88591e+06	2.46935e+06	3.5133e+06	3.32464e+06	3.04272e+06	2.50101e+06	3.03695e+06	2.76246e+06	2.49383e+06	2.50842e+06	3.58276e+06	2.44193e+06	2.25121e+06	2.38639e+06	2.75197e+06	3.18437e+06	3.02502e+06	2.53994e+06	3.41148e+06	1.85159e+06	2.02096e+06	2.3355e+06	2.31927e+06	2.68025e+06	2.42917e+06	3.00534e+06	2.99857e+06	2.02826e+06	2.35747e+06	2.07599e+06	2.75989e+06	1.82423e+06	3.02626e+06	3.00703e+06	2.29981e+06	2.15276e+06	1.62521e+06	2.24376e+06	3.5323e+06	2.50324e+06	2.28993e+06	1.85278e+06	3.25379e+06	2.22051e+06	2.39112e+06	2.69703e+06	47	10
P04114	540512	592945	427287	391211	509719	689941	546282	521772	440358	345362	289934	498593	535714	912391	52174.5	558040	572955	476968	541740	705742	30456.2	86563.7	577038	703382	475635	55495.4	477190	473875	531773	645554	137475	239852	1.21034e+06	321958	505148	444652	343114	526055	189042	450314	545382	394356	183493	562046	539145	148026	663657	277320	28451.6	281512	274818	297511	893072	469115	103323	547627	267159	536230	572066	588744	301668	318438	162029	544342	438446	583390	661794	167589	392723	439491	469494	1.29354e+06	509449	578255	407097	461935	1.22506e+06	788001	358425	358664	454328	761222	414303	425516	501259	368091	411303	532360	942461	345621	485635	318221	388593	453373	661931	972725	305934	689009	322242	584328	557372	403684	795269	550657	759945	369277	547586	456287	1.05511e+06	842522	505517	199284	253906	386537	678874	503459	797081	409213	1.21788e+06	677994	342778	711557	36	10
P04180	29439.4	62739.9	42694.9	31711.6	42130.9	32777.3	43442.8	49663.3	46720.5	35677.7	28092.5	53741.3	53504.4	35195.8	11562.5	25776.6	31661.2	50331.5	42131.8	21265.9	21268.8	9658.38	38923	40773.8	41923.1	25472.1	40707.7	37861.4	45544.9	54515.2	12975.2	35017.2	39181.1	47519.1	39655.4	35622.3	40960	39761.4	14922.7	35055.9	41606.4	39982.2	41110.8	49592.6	71186.9	14222.5	37005.5	23297.5	20843.8	17267.7	3148.22	71457.4	31833.2	66017.8	0	56032.6	29967.1	48021.3	50433.8	27337.9	31756.6	44642.4	0	41773.7	47334.5	29123.6	56477	38682.7	27453.7	47874.3	39257.5	53553.2	47247.5	58740.7	39734.7	39771.2	48322.8	75429.7	44704.7	40868.4	37694.2	60616.3	54620.3	53428.4	74672	36429.8	32991.3	54755.1	54257.4	51621.1	38439.8	41224.4	48793.5	52026.3	48024	51279.4	25834.4	29646.4	47619.3	42279.6	47390.3	40758	58732.8	43940.7	49444.9	51095.8	45896.4	33091.6	44791.4	30210	23731.1	12370.3	3037.12	26906.3	48031.7	42107.2	54525.7	14291.9	56982.6	33032.1	35625.8	36791	15	5
P04196	600189	917610	758796	316842	920118	772288	227297	539552	956387	568731	594213	708775	855676	660093	452258	581667	593139	477753	514553	645735	886543	188017	1.10963e+06	322614	912151	783853	748042	689997	597827	1.09156e+06	516918	515032	300161	430279	1.00957e+06	766371	948163	818890	731237	736987	624040	588479	1.00967e+06	974535	426570	409892	1.20319e+06	539527	275432	828925	104062	629064	883302	1.37945e+06	563632	1.05207e+06	323420	465526	1.05272e+06	664991	455076	807710	540087	998234	1.00236e+06	868322	657603	740221	563865	755208	690415	1.46162e+06	932789	685724	543986	1.37411e+06	858243	972791	770537	621391	518624	1.05199e+06	885151	1.06478e+06	992942	1.27943e+06	1.16439e+06	927084	953400	663448	565038	2.20261e+06	1.2239e+06	820863	1.04328e+06	1.15336e+06	591479	919669	569301	1.08228e+06	649458	1.10011e+06	748855	514686	779777	1.34651e+06	633884	747186	1.44095e+06	783474	540349	774815	401287	365040	1.21491e+06	566181	1.27268e+06	869837	890267	592713	66898.1	1.01782e+06	51	10
P04211	82992.6	98666.6	94372.9	260556	111642	285908	63120.4	113978	71171.7	174132	206193	91632.6	265960	49158.5	77404.3	195221	165532	94929.4	216828	122921	72012.3	56511.6	156794	266268	101495	39062	87141.2	141104	39039.3	79543.3	13662.3	129637	90885.5	122311	106367	54906.5	89041.5	108583	78216.6	101880	119277	58213.3	193730	116101	285903	52404.1	66594.2	107794	65773.1	76217.9	96394.8	129179	112410	87194	19712.7	88965.9	122583	116133	181498	76851.8	92314.8	77151.9	140052	93609.5	85223.5	109144	47307.2	28820.9	182925	164160	93388.9	77001.9	81284.4	107702	84809.4	88212.8	151310	70241.2	125897	98505.1	102060	70262.5	43210.5	28396.7	155765	91426.6	95518.6	259940	40243.6	136346	101192	58083.3	84082.8	99133.6	185686	176511	128167	144312	87482.1	127848	227811	36276.8	59921.3	11527.3	93889.3	228358	123755	144829	79746.4	127951	98432.8	78619.9	48196.3	141517	209105	76826.8	62700.9	96018.5	96493.7	66862.3	83330.9	82611.7	9	3
P04217	1.91755e+06	1.59682e+06	1.80832e+06	1.93605e+06	1.91029e+06	1.63353e+06	2.11453e+06	2.21555e+06	2.13884e+06	1.20184e+06	1.72057e+06	1.73049e+06	1.48304e+06	1.92358e+06	1.28505e+06	2.14023e+06	1.44209e+06	1.92838e+06	1.63646e+06	1.74954e+06	1.33047e+06	1.44697e+06	1.71334e+06	1.57972e+06	1.66447e+06	1.29165e+06	1.77744e+06	1.71403e+06	1.88292e+06	1.85789e+06	777020	1.6708e+06	1.38153e+06	735127	1.716e+06	1.2026e+06	1.07429e+06	1.68256e+06	251921	1.75634e+06	1.04505e+06	1.57444e+06	1.88423e+06	1.08383e+06	2.42745e+06	606528	1.9767e+06	796944	227373	298643	945328	2.23395e+06	1.83661e+06	2.12306e+06	1.10711e+06	1.83434e+06	2.04273e+06	1.88798e+06	2.57026e+06	1.25081e+06	1.83599e+06	1.71058e+06	1.59081e+06	1.39255e+06	1.46995e+06	1.68919e+06	1.98167e+06	1.77826e+06	1.53309e+06	2.21873e+06	1.70719e+06	1.52873e+06	1.21073e+06	1.79404e+06	1.42677e+06	1.68742e+06	1.24107e+06	1.9902e+06	1.79257e+06	1.79106e+06	1.81143e+06	1.81137e+06	1.86211e+06	1.99708e+06	1.98134e+06	1.80275e+06	1.47923e+06	2.15463e+06	1.54316e+06	1.85944e+06	2.68829e+06	1.85008e+06	2.25229e+06	1.8841e+06	1.57073e+06	1.76295e+06	1.6536e+06	1.49895e+06	1.99379e+06	2.44574e+06	1.82508e+06	1.81008e+06	1.48096e+06	1.10464e+06	868743	1.56581e+06	1.26719e+06	1.75691e+06	1.61799e+06	1.90557e+06	1.86724e+06	1.66074e+06	1.78024e+06	1.8839e+06	1.82378e+06	1.88951e+06	1.49352e+06	1.52429e+06	1.58061e+06	1.78211e+06	1.72394e+06	1.47214e+06	30	8
P04275	344294	60617	86131.7	204811	84618.8	214749	75882	174754	69280.2	201685	161871	91887.4	128915	91346.9	65492.1	18217.6	111172	172853	173165	404715	23185.8	20442.6	132629	9169.48	59993.7	13733.1	153477	71640.2	180463	172565	55167.8	142157	131256	94654.9	20897.7	60115.6	6294.43	271080	0	92067.7	9236.84	83278	101065	135097	145353	4087.66	24047.2	47296.6	6281.84	67038.9	582217	117396	74997.7	358416	0	101190	50879.1	97972.4	130351	336332	74370.4	194503	83866.3	21434.4	145384	89676.3	74755.2	18207.7	18216.6	50651.6	29349.5	71522	48933.3	90943.5	15401.9	26078.4	80640.1	33156.5	95832.1	78622.1	155988	55187.3	88507.4	69391.3	28714.8	94974.7	83009.5	159589	62630	75854.3	71457.9	139379	140716	96588.6	30018.4	159801	115053	15246.6	122532	33330.9	137169	64686	118114	8122.97	6777.46	21752.5	27399.4	173410	47784	20060.2	148486	73524.3	62361.3	54804.1	30113.5	139778	4151.52	54991.3	47010.3	191138	100665	0	33	10
P04430	31839.6	80866.7	32812.7	22052.1	41839.5	88123.7	16557.7	33693.3	46346.8	14127.7	28800.1	21783.8	24876.5	102742	1519.39	42693.1	3552.41	36896.9	59044	17100.5	0	0	57338.4	23687	18481.8	0	9930.01	25534.3	2937.56	10421.4	1500.32	28568.4	20817.9	60232.6	18845.9	32716.8	24179.8	33795.5	0	22507.4	29232.9	21005.7	41382.9	24690.6	80486	0	21705.1	26825.9	0	9403.74	44821.4	50108.8	25351.3	12455.6	2080.65	47455.3	4921.54	33379.6	38167.3	25277.1	4880.18	39340.1	16082.9	22979.9	4085.62	49904.6	12366.6	0	18013.2	20699.1	14687.7	36319.3	26231.6	24332.1	1578.74	28374.8	29690	29697	11961.8	13650.9	55128.9	22626	20652.7	11971.4	35507.4	3722.96	14546.2	24975.8	16294.8	21150.8	22850.3	45729.5	79737.6	34719	67013	46720	44586.2	69537	32400.7	49703.3	39807	25500.3	3206.55	3702.43	32957.9	27115.3	17560.7	46443.4	15563.1	25115.5	21020.6	0	1757.23	25335.3	81828.2	16721.9	9188.73	21928.7	24514.2	35017	48433.6	12411.4	3	1
